"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
5,"Coahuila de Zaragoza",90400,"Falsificación",144,107,113,177
5,"Coahuila de Zaragoza",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
5,"Coahuila de Zaragoza",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
5,"Coahuila de Zaragoza",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
5,"Coahuila de Zaragoza",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,5,8
5,"Coahuila de Zaragoza",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,0
5,"Coahuila de Zaragoza",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",3,0,0,0
5,"Coahuila de Zaragoza",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
5,"Coahuila de Zaragoza",90600,"Delitos en materia de vías de comunicación y correspondencia",1,1,0,0
5,"Coahuila de Zaragoza",90701,"Delitos en materia de migración - Tráfico de indocumentados",NA,NA,NA,NA
5,"Coahuila de Zaragoza",90702,"Delitos en materia de migración - Otros delitos en materia de migración",NA,NA,NA,NA
5,"Coahuila de Zaragoza",90703,"Delitos en materia de migración - No identificado",NA,NA,NA,NA
5,"Coahuila de Zaragoza",90800,"Delitos en materia de derechos de autor",0,0,0,NA
5,"Coahuila de Zaragoza",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,NA
5,"Coahuila de Zaragoza",91000,"Delitos en materia de propiedad industrial",0,0,0,NA
5,"Coahuila de Zaragoza",91100,"Delitos contra la salud no relacionados con narcóticos",2,9,0,14
5,"Coahuila de Zaragoza",91200,"Encubrimiento",0,13,5,10
5,"Coahuila de Zaragoza",91300,"Operaciones con recursos de procedencia ilícita",0,0,0,0
5,"Coahuila de Zaragoza",91400,"Tortura",83,94,130,201
5,"Coahuila de Zaragoza",91500,"Suplantación y usurpación de identidad",71,40,23,43
5,"Coahuila de Zaragoza",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",24,6,9,8
5,"Coahuila de Zaragoza",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,3
5,"Coahuila de Zaragoza",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
5,"Coahuila de Zaragoza",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,0
5,"Coahuila de Zaragoza",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
5,"Coahuila de Zaragoza",91700,"Tratos o penas crueles, inhumanos o degradantes",2,305,235,2
5,"Coahuila de Zaragoza",91800,"Otros delitos",271,215,213,181
5,"Coahuila de Zaragoza",100100,"No identificado",0,0,0,NA
6,"Colima",0,"Total",30530,28717,25960,27121
6,"Colima",10100,"Homicidio",911,626,802,930
6,"Colima",10200,"Feminicidio",18,6,7,16
6,"Colima",10300,"Aborto",7,0,4,2
6,"Colima",10400,"Lesiones",2111,1899,1810,1842
6,"Colima",10500,"Otros delitos que atentan contra la vida y la integridad corporal",0,1,1,2
6,"Colima",20100,"Privación de la libertad",122,124,135,151
6,"Colima",20200,"Tráfico de menores",0,0,0,0
6,"Colima",20300,"Retención o sustracción de menores e incapaces",212,37,244,206
6,"Colima",20400,"Rapto",0,0,0,1
6,"Colima",20500,"Desaparición forzada de personas",0,13,6,5
6,"Colima",20601,"Secuestro - Secuestro extorsivo",1,6,0,8
6,"Colima",20602,"Secuestro - Secuestro en calidad de rehén",0,1,0,3
6,"Colima",20603,"Secuestro - Secuestro para causar daño",3,0,0,4
6,"Colima",20604,"Secuestro - Secuestro exprés",3,0,0,2
6,"Colima",20605,"Secuestro - Otro tipo de secuestro",1,0,7,0
6,"Colima",20606,"Secuestro - No identificado",0,0,0,NA
6,"Colima",20700,"Otros delitos que atentan contra la libertad personal",393,193,0,194
6,"Colima",30100,"Abuso sexual",289,360,336,263
6,"Colima",30200,"Acoso sexual",37,0,0,0
6,"Colima",30300,"Hostigamiento sexual",44,57,36,27
6,"Colima",30401,"Violación - Violación simple",134,203,146,122
6,"Colima",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",0,0,6,13
6,"Colima",30403,"Violación - Violación equiparada en contra de menores e incapaces",65,10,5,8
6,"Colima",30404,"Violación - Otro tipo de violación",0,0,0,0
6,"Colima",30405,"Violación - No identificado",0,0,0,NA
6,"Colima",30500,"Estupro",42,60,51,17
6,"Colima",30600,"Incesto",0,0,0,0
6,"Colima",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0
6,"Colima",40101,"Robo - Robo simple",16,2079,7,1312
6,"Colima",40102,"Robo - Robo a casa habitación",1413,1735,1890,2231
6,"Colima",40103,"Robo - Robo de vehículo",1044,1283,1023,1248
6,"Colima",40104,"Robo - Robo de autopartes",0,0,0,51
6,"Colima",40105,"Robo - Robo a transeúnte en vía pública",110,123,129,181
6,"Colima",40106,"Robo - Robo a transeúnte en espacio abierto al público",0,11,0,0
6,"Colima",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
6,"Colima",40108,"Robo - Robo a transportista",8,5,0,4
6,"Colima",40109,"Robo - Robo en transporte público individual",0,0,0,0
6,"Colima",40110,"Robo - Robo en transporte público colectivo",0,0,0,0
6,"Colima",40111,"Robo - Robo en transporte individual",0,0,0,0
6,"Colima",40112,"Robo - Robo a institución bancaria",0,0,0,0
6,"Colima",40113,"Robo - Robo a negocio",847,885,746,848
6,"Colima",40114,"Robo - Robo de ganado",33,44,48,76
6,"Colima",40115,"Robo - Robo de maquinaria",0,0,0,0
6,"Colima",40116,"Robo - Robo de energía eléctrica",0,0,0,0
6,"Colima",40117,"Robo - Otros robos",5,1909,2815,1735
6,"Colima",40118,"Robo - No identificado",3658,0,0,NA
6,"Colima",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",NA,NA,NA,0
6,"Colima",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",NA,NA,NA,0
6,"Colima",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",NA,NA,NA,0
6,"Colima",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",NA,NA,NA,0
6,"Colima",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",NA,NA,NA,NA
6,"Colima",40300,"Fraude",1591,1373,1379,1508
6,"Colima",40400,"Abuso de confianza",527,462,437,545
6,"Colima",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",142,93,98,72
6,"Colima",40502,"Extorsión - Otro tipo de extorsión",0,0,0,62
6,"Colima",40503,"Extorsión - No identificado",0,0,0,NA
6,"Colima",40600,"Daño a la propiedad",3131,3286,2543,2570
6,"Colima",40700,"Despojo",385,481,399,393
6,"Colima",40800,"Otros delitos que atentan contra el patrimonio",219,245,231,204
6,"Colima",50100,"Violencia familiar",4073,4312,4368,3241
6,"Colima",50200,"Incumplimiento de obligaciones familiares",1060,761,786,1105
6,"Colima",50300,"Otros delitos contra la familia",3,0,0,0
6,"Colima",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",216,38,37,37
6,"Colima",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
6,"Colima",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",5,18,5,6
6,"Colima",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
6,"Colima",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
6,"Colima",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,2,84
6,"Colima",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
6,"Colima",60201,"Trata de personas - Trata de personas con fines de explotación sexual",0,0,0,0
6,"Colima",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,0,1
6,"Colima",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
6,"Colima",60204,"Trata de personas - Trata de personas con otros fines",0,0,0,0
6,"Colima",60205,"Trata de personas - No identificado",0,0,0,NA
6,"Colima",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",144,0,0,0
6,"Colima",60400,"Discriminación",77,50,95,19
6,"Colima",60500,"Lenocinio",0,0,4,0
6,"Colima",60600,"Otros delitos contra la sociedad",0,63,118,87
6,"Colima",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",1966,1367,1150,1607
6,"Colima",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",21,80,76,82
6,"Colima",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",0,0,0,0
6,"Colima",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,0,6
6,"Colima",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
6,"Colima",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
6,"Colima",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",NA,NA,NA,0
6,"Colima",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",NA,NA,NA,0
6,"Colima",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",NA,NA,NA,0
6,"Colima",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",NA,NA,NA,0
6,"Colima",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",NA,NA,NA,0
6,"Colima",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",NA,NA,NA,0
6,"Colima",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",NA,NA,NA,0
6,"Colima",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",NA,NA,NA,NA
6,"Colima",70300,"Evasión de presos",0,0,0,0
6,"Colima",70400,"Delitos en materia de armas y objetos prohibidos",0,0,0,94
6,"Colima",70500,"Delitos de delincuencia organizada",NA,NA,NA,0
6,"Colima",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",NA,NA,NA,0
6,"Colima",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",NA,NA,NA,0
6,"Colima",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",NA,NA,NA,0
6,"Colima",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",NA,NA,NA,0
6,"Colima",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",NA,NA,NA,0
6,"Colima",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",NA,NA,NA,NA
6,"Colima",70700,"Asociación delictuosa",0,0,0,0
6,"Colima",70800,"Terrorismo",0,0,0,0
6,"Colima",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",0,0,0,4
6,"Colima",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",8,9,12,18
6,"Colima",80102,"Delitos por hechos de corrupción - Abuso de autoridad",89,236,286,209
6,"Colima",80103,"Delitos por hechos de corrupción - Cohecho",5,5,4,7
6,"Colima",80104,"Delitos por hechos de corrupción - Peculado",28,60,20,60
6,"Colima",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,1,0,0
6,"Colima",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",0,4,1,0
6,"Colima",80107,"Delitos por hechos de corrupción - Tráfico de influencias",0,1,2,2
6,"Colima",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",1,0,0,0
6,"Colima",80109,"Delitos por hechos de corrupción - No identificado",80,0,0,NA
6,"Colima",80201,"Delitos contra la administración de justicia - En materia de amparo",NA,NA,NA,0
6,"Colima",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",0,0,0,41
6,"Colima",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
6,"Colima",80300,"Delitos en materia fiscal",0,0,0,0
6,"Colima",80400,"Delitos electorales",3,29,3,1
6,"Colima",80500,"Otros delitos contra la administración del Estado",0,0,0,0
6,"Colima",90100,"Amenazas",3614,2784,2676,2609
6,"Colima",90200,"Allanamiento de morada",193,231,191,216
6,"Colima",90300,"Falsedad",86,82,55,79
6,"Colima",90400,"Falsificación",154,221,124,97
6,"Colima",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
6,"Colima",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
6,"Colima",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
6,"Colima",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,0
6,"Colima",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,0
6,"Colima",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",0,0,0,1
6,"Colima",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
6,"Colima",90600,"Delitos en materia de vías de comunicación y correspondencia",0,0,0,0
6,"Colima",90701,"Delitos en materia de migración - Tráfico de indocumentados",NA,NA,NA,0
6,"Colima",90702,"Delitos en materia de migración - Otros delitos en materia de migración",NA,NA,NA,0
6,"Colima",90703,"Delitos en materia de migración - No identificado",NA,NA,NA,NA
6,"Colima",90800,"Delitos en materia de derechos de autor",0,0,0,0
6,"Colima",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
6,"Colima",91000,"Delitos en materia de propiedad industrial",0,0,0,0
6,"Colima",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,0
6,"Colima",91200,"Encubrimiento",0,0,3,1
6,"Colima",91300,"Operaciones con recursos de procedencia ilícita",0,0,0,0
6,"Colima",91400,"Tortura",93,85,202,118
6,"Colima",91500,"Suplantación y usurpación de identidad",0,0,0,36
6,"Colima",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,0
6,"Colima",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
6,"Colima",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
6,"Colima",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,0
6,"Colima",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
6,"Colima",91700,"Tratos o penas crueles, inhumanos o degradantes",17,0,0,0
6,"Colima",91800,"Otros delitos",4,670,399,397
6,"Colima",100100,"No identificado",1068,0,0,NA
7,"Chiapas",0,"Total",16002,17130,17269,23294
7,"Chiapas",10100,"Homicidio",1207,1269,1174,1317
7,"Chiapas",10200,"Feminicidio",61,66,46,40
7,"Chiapas",10300,"Aborto",4,9,10,12
7,"Chiapas",10400,"Lesiones",1539,1336,1197,1558
7,"Chiapas",10500,"Otros delitos que atentan contra la vida y la integridad corporal",18,16,33,84
7,"Chiapas",20100,"Privación de la libertad",NA,NA,NA,NA
7,"Chiapas",20200,"Tráfico de menores",0,2,1,2
7,"Chiapas",20300,"Retención o sustracción de menores e incapaces",37,57,77,124
7,"Chiapas",20400,"Rapto",NA,NA,NA,NA
7,"Chiapas",20500,"Desaparición forzada de personas",0,0,0,0
7,"Chiapas",20601,"Secuestro - Secuestro extorsivo",11,10,13,21
7,"Chiapas",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,0
7,"Chiapas",20603,"Secuestro - Secuestro para causar daño",0,0,0,0
7,"Chiapas",20604,"Secuestro - Secuestro exprés",0,0,1,4
7,"Chiapas",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
7,"Chiapas",20606,"Secuestro - No identificado",0,0,0,NA
7,"Chiapas",20700,"Otros delitos que atentan contra la libertad personal",1,0,5,7
7,"Chiapas",30100,"Abuso sexual",230,230,161,177
7,"Chiapas",30200,"Acoso sexual",80,80,85,94
7,"Chiapas",30300,"Hostigamiento sexual",14,32,14,31
7,"Chiapas",30401,"Violación - Violación simple",448,558,505,589
7,"Chiapas",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",0,8,4,8
7,"Chiapas",30403,"Violación - Violación equiparada en contra de menores e incapaces",0,4,3,8
7,"Chiapas",30404,"Violación - Otro tipo de violación",0,2,2,3
7,"Chiapas",30405,"Violación - No identificado",0,0,0,NA
7,"Chiapas",30500,"Estupro",34,42,30,46
7,"Chiapas",30600,"Incesto",1,0,0,0
7,"Chiapas",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",34,51,25,31
7,"Chiapas",40101,"Robo - Robo simple",0,0,0,0
7,"Chiapas",40102,"Robo - Robo a casa habitación",182,159,227,789
7,"Chiapas",40103,"Robo - Robo de vehículo",1255,1540,1921,2468
7,"Chiapas",40104,"Robo - Robo de autopartes",0,0,14,28
7,"Chiapas",40105,"Robo - Robo a transeúnte en vía pública",6,135,302,742
7,"Chiapas",40106,"Robo - Robo a transeúnte en espacio abierto al público",243,38,0,162
7,"Chiapas",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
7,"Chiapas",40108,"Robo - Robo a transportista",1,0,10,49
7,"Chiapas",40109,"Robo - Robo en transporte público individual",3,2,1,42
7,"Chiapas",40110,"Robo - Robo en transporte público colectivo",5,6,3,22
7,"Chiapas",40111,"Robo - Robo en transporte individual",5,4,8,148
7,"Chiapas",40112,"Robo - Robo a institución bancaria",1,2,1,14
7,"Chiapas",40113,"Robo - Robo a negocio",215,225,297,784
7,"Chiapas",40114,"Robo - Robo de ganado",25,45,90,65
7,"Chiapas",40115,"Robo - Robo de maquinaria",2,9,8,14
7,"Chiapas",40116,"Robo - Robo de energía eléctrica",0,0,0,1
7,"Chiapas",40117,"Robo - Otros robos",585,717,813,1658
7,"Chiapas",40118,"Robo - No identificado",0,0,0,NA
7,"Chiapas",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,0,0
7,"Chiapas",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,0,0
7,"Chiapas",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,0,0
7,"Chiapas",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,2,0
7,"Chiapas",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,0,NA
7,"Chiapas",40300,"Fraude",219,242,238,559
7,"Chiapas",40400,"Abuso de confianza",136,82,88,185
7,"Chiapas",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",29,14,20,33
7,"Chiapas",40502,"Extorsión - Otro tipo de extorsión",7,37,52,105
7,"Chiapas",40503,"Extorsión - No identificado",0,0,0,NA
7,"Chiapas",40600,"Daño a la propiedad",1243,1019,835,1196
7,"Chiapas",40700,"Despojo",156,151,139,238
7,"Chiapas",40800,"Otros delitos que atentan contra el patrimonio",2,4,5,4
7,"Chiapas",50100,"Violencia familiar",1776,3971,4474,5108
7,"Chiapas",50200,"Incumplimiento de obligaciones familiares",278,289,167,350
7,"Chiapas",50300,"Otros delitos contra la familia",6,2,5,9
7,"Chiapas",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",18,69,54,53
7,"Chiapas",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
7,"Chiapas",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",9,8,11,13
7,"Chiapas",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
7,"Chiapas",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",575,610,565,525
7,"Chiapas",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,0,0
7,"Chiapas",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
7,"Chiapas",60201,"Trata de personas - Trata de personas con fines de explotación sexual",5,3,2,6
7,"Chiapas",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,2,4
7,"Chiapas",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
7,"Chiapas",60204,"Trata de personas - Trata de personas con otros fines",0,0,1,1
7,"Chiapas",60205,"Trata de personas - No identificado",0,0,0,NA
7,"Chiapas",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
7,"Chiapas",60400,"Discriminación",71,62,23,73
7,"Chiapas",60500,"Lenocinio",7,21,18,46
7,"Chiapas",60600,"Otros delitos contra la sociedad",0,10,19,19
7,"Chiapas",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",899,662,491,341
7,"Chiapas",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",301,285,250,209
7,"Chiapas",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",618,486,295,262
7,"Chiapas",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",74,54,67,41
7,"Chiapas",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
7,"Chiapas",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",1,0,0,NA
7,"Chiapas",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,0,0
7,"Chiapas",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,0,0
7,"Chiapas",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,0,0
7,"Chiapas",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,0,0
7,"Chiapas",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,0,0
7,"Chiapas",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,0,0
7,"Chiapas",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",53,43,51,20
7,"Chiapas",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,0,NA
7,"Chiapas",70300,"Evasión de presos",3,3,1,1
7,"Chiapas",70400,"Delitos en materia de armas y objetos prohibidos",350,103,87,102
7,"Chiapas",70500,"Delitos de delincuencia organizada",1,2,1,2
7,"Chiapas",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",40,36,53,51
7,"Chiapas",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,0,0
7,"Chiapas",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,1,1,1
7,"Chiapas",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,0,1
7,"Chiapas",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,0,0
7,"Chiapas",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,0,NA
7,"Chiapas",70700,"Asociación delictuosa",1,5,9,23
7,"Chiapas",70800,"Terrorismo",0,0,0,0
7,"Chiapas",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",37,53,107,107
7,"Chiapas",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",7,9,14,30
7,"Chiapas",80102,"Delitos por hechos de corrupción - Abuso de autoridad",36,58,150,144
7,"Chiapas",80103,"Delitos por hechos de corrupción - Cohecho",3,9,18,12
7,"Chiapas",80104,"Delitos por hechos de corrupción - Peculado",3,9,6,31
7,"Chiapas",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,0,3,7
7,"Chiapas",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",2,8,2,0
7,"Chiapas",80107,"Delitos por hechos de corrupción - Tráfico de influencias",6,3,5,17
7,"Chiapas",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",32,34,34,59
7,"Chiapas",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
7,"Chiapas",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,0,0
7,"Chiapas",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",5,13,23,37
7,"Chiapas",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
7,"Chiapas",80300,"Delitos en materia fiscal",0,0,0,0
7,"Chiapas",80400,"Delitos electorales",17,28,4,7
7,"Chiapas",80500,"Otros delitos contra la administración del Estado",179,116,52,58
7,"Chiapas",90100,"Amenazas",1481,511,452,629
7,"Chiapas",90200,"Allanamiento de morada",91,97,81,122
7,"Chiapas",90300,"Falsedad",7,12,12,22
7,"Chiapas",90400,"Falsificación",42,69,61,272
7,"Chiapas",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
7,"Chiapas",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
