"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
26,"Sonora",10200,"Feminicidio",52,81,60,62
26,"Sonora",10300,"Aborto",11,16,7,3
26,"Sonora",10400,"Lesiones",3167,3247,2639,1761
26,"Sonora",10500,"Otros delitos que atentan contra la vida y la integridad corporal",17,37,39,11
26,"Sonora",20100,"Privación de la libertad",550,497,361,230
26,"Sonora",20200,"Tráfico de menores",0,0,0,0
26,"Sonora",20300,"Retención o sustracción de menores e incapaces",89,180,147,121
26,"Sonora",20400,"Rapto",0,4,3,11
26,"Sonora",20500,"Desaparición forzada de personas",3,3,0,0
26,"Sonora",20601,"Secuestro - Secuestro extorsivo",7,8,2,11
26,"Sonora",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,1
26,"Sonora",20603,"Secuestro - Secuestro para causar daño",2,2,0,0
26,"Sonora",20604,"Secuestro - Secuestro exprés",0,0,1,0
26,"Sonora",20605,"Secuestro - Otro tipo de secuestro",0,1,0,0
26,"Sonora",20606,"Secuestro - No identificado",0,0,0,NA
26,"Sonora",20700,"Otros delitos que atentan contra la libertad personal",0,0,0,0
26,"Sonora",30100,"Abuso sexual",754,837,681,558
26,"Sonora",30200,"Acoso sexual",102,84,71,49
26,"Sonora",30300,"Hostigamiento sexual",15,9,12,3
26,"Sonora",30401,"Violación - Violación simple",267,320,244,194
26,"Sonora",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",43,45,49,29
26,"Sonora",30403,"Violación - Violación equiparada en contra de menores e incapaces",24,43,36,43
26,"Sonora",30404,"Violación - Otro tipo de violación",0,6,4,0
26,"Sonora",30405,"Violación - No identificado",0,0,0,NA
26,"Sonora",30500,"Estupro",33,58,48,27
26,"Sonora",30600,"Incesto",2,2,0,2
26,"Sonora",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",11,15,4,2
26,"Sonora",40101,"Robo - Robo simple",1647,1704,2021,861
26,"Sonora",40102,"Robo - Robo a casa habitación",881,1125,1255,931
26,"Sonora",40103,"Robo - Robo de vehículo",2413,2230,2635,3021
26,"Sonora",40104,"Robo - Robo de autopartes",169,143,115,37
26,"Sonora",40105,"Robo - Robo a transeúnte en vía pública",332,322,305,201
26,"Sonora",40106,"Robo - Robo a transeúnte en espacio abierto al público",98,193,250,194
26,"Sonora",40107,"Robo - Robo a persona en un lugar privado",0,0,2,0
26,"Sonora",40108,"Robo - Robo a transportista",19,10,14,14
26,"Sonora",40109,"Robo - Robo en transporte público individual",2,4,4,5
26,"Sonora",40110,"Robo - Robo en transporte público colectivo",3,1,0,1
26,"Sonora",40111,"Robo - Robo en transporte individual",26,42,19,23
26,"Sonora",40112,"Robo - Robo a institución bancaria",3,7,4,1
26,"Sonora",40113,"Robo - Robo a negocio",650,704,804,871
26,"Sonora",40114,"Robo - Robo de ganado",90,93,100,153
26,"Sonora",40115,"Robo - Robo de maquinaria",42,50,70,47
26,"Sonora",40116,"Robo - Robo de energía eléctrica",0,0,0,NA
26,"Sonora",40117,"Robo - Otros robos",1907,2410,1880,1028
26,"Sonora",40118,"Robo - No identificado",0,0,0,NA
26,"Sonora",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,NA,NA
26,"Sonora",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,NA,NA
26,"Sonora",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,NA,NA
26,"Sonora",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,NA,NA
26,"Sonora",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,NA,NA
26,"Sonora",40300,"Fraude",353,635,607,705
26,"Sonora",40400,"Abuso de confianza",122,204,204,247
26,"Sonora",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",1,0,1,0
26,"Sonora",40502,"Extorsión - Otro tipo de extorsión",62,80,60,19
26,"Sonora",40503,"Extorsión - No identificado",0,0,0,NA
26,"Sonora",40600,"Daño a la propiedad",2505,2867,2486,1444
26,"Sonora",40700,"Despojo",240,326,329,289
26,"Sonora",40800,"Otros delitos que atentan contra el patrimonio",212,247,264,212
26,"Sonora",50100,"Violencia familiar",6464,7318,5593,3602
26,"Sonora",50200,"Incumplimiento de obligaciones familiares",1470,2272,1482,2039
26,"Sonora",50300,"Otros delitos contra la familia",71,125,109,12
26,"Sonora",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",83,117,212,54
26,"Sonora",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",1,0,5,4
26,"Sonora",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",1,2,4,5
26,"Sonora",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,NA
26,"Sonora",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,NA
26,"Sonora",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",130,75,17,8
26,"Sonora",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",6,0,0,NA
26,"Sonora",60201,"Trata de personas - Trata de personas con fines de explotación sexual",0,1,1,1
26,"Sonora",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,0,0
26,"Sonora",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
26,"Sonora",60204,"Trata de personas - Trata de personas con otros fines",0,0,0,0
26,"Sonora",60205,"Trata de personas - No identificado",0,0,0,NA
26,"Sonora",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,1,0,NA
26,"Sonora",60400,"Discriminación",2,3,4,7
26,"Sonora",60500,"Lenocinio",0,0,0,0
26,"Sonora",60600,"Otros delitos contra la sociedad",68,54,78,33
26,"Sonora",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",1067,1237,1297,706
26,"Sonora",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",1173,1670,1479,644
26,"Sonora",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",3,5,0,0
26,"Sonora",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,1,0
26,"Sonora",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",168,226,368,413
26,"Sonora",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
26,"Sonora",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,1,NA
26,"Sonora",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,NA,NA
26,"Sonora",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,NA,NA
26,"Sonora",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,NA,NA
26,"Sonora",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,NA,NA
26,"Sonora",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,NA,NA
26,"Sonora",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,NA,NA
26,"Sonora",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,NA,NA
26,"Sonora",70300,"Evasión de presos",0,2,0,2
26,"Sonora",70400,"Delitos en materia de armas y objetos prohibidos",1766,1379,1010,897
26,"Sonora",70500,"Delitos de delincuencia organizada",0,0,NA,NA
26,"Sonora",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,0,NA,NA
26,"Sonora",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,NA,NA
26,"Sonora",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,NA,NA
26,"Sonora",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,NA,NA
26,"Sonora",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,NA,NA
26,"Sonora",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,NA,NA
26,"Sonora",70700,"Asociación delictuosa",31,16,16,14
26,"Sonora",70800,"Terrorismo",0,0,0,0
26,"Sonora",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",246,325,179,116
26,"Sonora",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",9,13,17,3
26,"Sonora",80102,"Delitos por hechos de corrupción - Abuso de autoridad",42,70,47,35
26,"Sonora",80103,"Delitos por hechos de corrupción - Cohecho",8,5,1,1
26,"Sonora",80104,"Delitos por hechos de corrupción - Peculado",6,6,4,0
26,"Sonora",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,0,0,0
26,"Sonora",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",6,2,5,0
26,"Sonora",80107,"Delitos por hechos de corrupción - Tráfico de influencias",0,1,2,0
26,"Sonora",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",0,1,4,0
26,"Sonora",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
26,"Sonora",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,NA,NA
26,"Sonora",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",4,10,3,13
26,"Sonora",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
26,"Sonora",80300,"Delitos en materia fiscal",0,0,0,NA
26,"Sonora",80400,"Delitos electorales",1,1,0,0
26,"Sonora",80500,"Otros delitos contra la administración del Estado",156,130,114,82
26,"Sonora",90100,"Amenazas",1916,1425,770,302
26,"Sonora",90200,"Allanamiento de morada",473,447,227,174
26,"Sonora",90300,"Falsedad",23,26,19,28
26,"Sonora",90400,"Falsificación",36,55,22,31
26,"Sonora",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
26,"Sonora",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
26,"Sonora",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
26,"Sonora",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,0
26,"Sonora",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",1,1,0,0
26,"Sonora",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",2,2,0,0
26,"Sonora",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
26,"Sonora",90600,"Delitos en materia de vías de comunicación y correspondencia",3,4,1,0
26,"Sonora",90701,"Delitos en materia de migración - Tráfico de indocumentados",0,0,NA,NA
26,"Sonora",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,NA,NA
26,"Sonora",90703,"Delitos en materia de migración - No identificado",0,0,NA,NA
26,"Sonora",90800,"Delitos en materia de derechos de autor",0,0,0,NA
26,"Sonora",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,NA
26,"Sonora",91000,"Delitos en materia de propiedad industrial",0,1,0,0
26,"Sonora",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,NA
26,"Sonora",91200,"Encubrimiento",0,1,2,1
26,"Sonora",91300,"Operaciones con recursos de procedencia ilícita",0,0,0,0
26,"Sonora",91400,"Tortura",1,10,4,5
26,"Sonora",91500,"Suplantación y usurpación de identidad",51,42,17,33
26,"Sonora",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,NA
26,"Sonora",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,NA
26,"Sonora",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,NA
26,"Sonora",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,NA
26,"Sonora",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
26,"Sonora",91700,"Tratos o penas crueles, inhumanos o degradantes",0,0,0,0
26,"Sonora",91800,"Otros delitos",139,97,73,47
26,"Sonora",100100,"No identificado",1,1,0,NA
27,"Tabasco",0,"Total",45702,48959,45265,56901
27,"Tabasco",10100,"Homicidio",731,842,840,1009
27,"Tabasco",10200,"Feminicidio",17,15,15,27
27,"Tabasco",10300,"Aborto",8,5,3,2
27,"Tabasco",10400,"Lesiones",5127,5611,4888,5609
27,"Tabasco",10500,"Otros delitos que atentan contra la vida y la integridad corporal",653,638,646,544
27,"Tabasco",20100,"Privación de la libertad",95,99,81,124
27,"Tabasco",20200,"Tráfico de menores",0,1,0,3
27,"Tabasco",20300,"Retención o sustracción de menores e incapaces",396,483,451,536
27,"Tabasco",20400,"Rapto",0,0,0,NA
27,"Tabasco",20500,"Desaparición forzada de personas",0,0,0,0
27,"Tabasco",20601,"Secuestro - Secuestro extorsivo",9,17,32,40
27,"Tabasco",20602,"Secuestro - Secuestro en calidad de rehén",1,0,1,5
27,"Tabasco",20603,"Secuestro - Secuestro para causar daño",0,0,0,0
27,"Tabasco",20604,"Secuestro - Secuestro exprés",2,0,0,0
27,"Tabasco",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
27,"Tabasco",20606,"Secuestro - No identificado",0,0,0,NA
27,"Tabasco",20700,"Otros delitos que atentan contra la libertad personal",1,6,5,8
27,"Tabasco",30100,"Abuso sexual",261,237,163,183
27,"Tabasco",30200,"Acoso sexual",0,0,0,3
27,"Tabasco",30300,"Hostigamiento sexual",286,215,221,248
27,"Tabasco",30401,"Violación - Violación simple",370,331,281,443
27,"Tabasco",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",NA,11,3,1
27,"Tabasco",30403,"Violación - Violación equiparada en contra de menores e incapaces",NA,0,0,0
27,"Tabasco",30404,"Violación - Otro tipo de violación",NA,0,0,0
27,"Tabasco",30405,"Violación - No identificado",2,0,0,NA
27,"Tabasco",30500,"Estupro",43,50,47,73
27,"Tabasco",30600,"Incesto",0,0,0,0
27,"Tabasco",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",86,69,45,21
27,"Tabasco",40101,"Robo - Robo simple",3315,3045,246,28
27,"Tabasco",40102,"Robo - Robo a casa habitación",1270,1555,1851,2280
27,"Tabasco",40103,"Robo - Robo de vehículo",2353,2674,2422,4224
27,"Tabasco",40104,"Robo - Robo de autopartes",24,28,14,17
27,"Tabasco",40105,"Robo - Robo a transeúnte en vía pública",1493,1528,3771,5824
27,"Tabasco",40106,"Robo - Robo a transeúnte en espacio abierto al público",0,0,0,15
27,"Tabasco",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
27,"Tabasco",40108,"Robo - Robo a transportista",15,23,10,5
27,"Tabasco",40109,"Robo - Robo en transporte público individual",3,10,8,2
27,"Tabasco",40110,"Robo - Robo en transporte público colectivo",13,10,10,1
27,"Tabasco",40111,"Robo - Robo en transporte individual",6,20,17,9
27,"Tabasco",40112,"Robo - Robo a institución bancaria",0,0,1,6
27,"Tabasco",40113,"Robo - Robo a negocio",970,1117,1463,2745
27,"Tabasco",40114,"Robo - Robo de ganado",386,565,676,849
27,"Tabasco",40115,"Robo - Robo de maquinaria",0,0,0,0
27,"Tabasco",40116,"Robo - Robo de energía eléctrica",0,0,0,0
27,"Tabasco",40117,"Robo - Otros robos",831,1396,2522,4251
27,"Tabasco",40118,"Robo - No identificado",0,0,0,NA
27,"Tabasco",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,0,8
27,"Tabasco",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,0,0
27,"Tabasco",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,0,0
27,"Tabasco",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,0,0
27,"Tabasco",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,0,NA
27,"Tabasco",40300,"Fraude",1288,1352,900,1046
27,"Tabasco",40400,"Abuso de confianza",804,745,583,690
27,"Tabasco",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",NA,108,106,233
27,"Tabasco",40502,"Extorsión - Otro tipo de extorsión",NA,0,0,0
27,"Tabasco",40503,"Extorsión - No identificado",134,0,0,NA
27,"Tabasco",40600,"Daño a la propiedad",2099,2378,2181,2660
27,"Tabasco",40700,"Despojo",479,602,461,577
27,"Tabasco",40800,"Otros delitos que atentan contra el patrimonio",155,187,142,242
27,"Tabasco",50100,"Violencia familiar",7447,7814,6466,7245
27,"Tabasco",50200,"Incumplimiento de obligaciones familiares",1021,1107,855,1334
27,"Tabasco",50300,"Otros delitos contra la familia",16,20,27,26
27,"Tabasco",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",38,30,48,36
27,"Tabasco",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
27,"Tabasco",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",5,10,14,13
27,"Tabasco",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
27,"Tabasco",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",672,698,511,583
27,"Tabasco",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",2,9,0,1
27,"Tabasco",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
27,"Tabasco",60201,"Trata de personas - Trata de personas con fines de explotación sexual",3,2,3,4
27,"Tabasco",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,0,0,0
27,"Tabasco",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
27,"Tabasco",60204,"Trata de personas - Trata de personas con otros fines",0,0,0,0
27,"Tabasco",60205,"Trata de personas - No identificado",0,0,0,NA
27,"Tabasco",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
27,"Tabasco",60400,"Discriminación",124,70,70,57
27,"Tabasco",60500,"Lenocinio",0,0,0,0
27,"Tabasco",60600,"Otros delitos contra la sociedad",0,0,0,0
27,"Tabasco",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",38,49,87,123
27,"Tabasco",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",3,4,12,0
27,"Tabasco",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",0,0,0,1
27,"Tabasco",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,0,0
27,"Tabasco",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
27,"Tabasco",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
27,"Tabasco",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,0,0
27,"Tabasco",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,0,0
27,"Tabasco",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,0,0
27,"Tabasco",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,0,0
27,"Tabasco",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,0,0
27,"Tabasco",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,0,0
27,"Tabasco",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,0,0
27,"Tabasco",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,0,NA
27,"Tabasco",70300,"Evasión de presos",1,8,4,6
27,"Tabasco",70400,"Delitos en materia de armas y objetos prohibidos",100,75,135,222
27,"Tabasco",70500,"Delitos de delincuencia organizada",0,0,0,0
27,"Tabasco",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,1,0,0
27,"Tabasco",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,0,0
27,"Tabasco",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,0,0
27,"Tabasco",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,0,0
27,"Tabasco",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,0,0
27,"Tabasco",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,0,NA
27,"Tabasco",70700,"Asociación delictuosa",3,6,8,4
27,"Tabasco",70800,"Terrorismo",0,0,0,0
27,"Tabasco",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",0,0,0,0
27,"Tabasco",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",18,23,11,16
27,"Tabasco",80102,"Delitos por hechos de corrupción - Abuso de autoridad",91,140,183,214
27,"Tabasco",80103,"Delitos por hechos de corrupción - Cohecho",9,11,7,11
27,"Tabasco",80104,"Delitos por hechos de corrupción - Peculado",3,3,1,3
27,"Tabasco",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,0,0,1
27,"Tabasco",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",4,0,2,4
27,"Tabasco",80107,"Delitos por hechos de corrupción - Tráfico de influencias",0,1,1,1
27,"Tabasco",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",52,49,61,31
27,"Tabasco",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
27,"Tabasco",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,0,0
27,"Tabasco",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",0,0,0,0
27,"Tabasco",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
27,"Tabasco",80300,"Delitos en materia fiscal",0,0,0,0
27,"Tabasco",80400,"Delitos electorales",2,55,2,3
27,"Tabasco",80500,"Otros delitos contra la administración del Estado",0,0,0,0
27,"Tabasco",90100,"Amenazas",4428,4842,4070,4555
27,"Tabasco",90200,"Allanamiento de morada",316,467,435,490
27,"Tabasco",90300,"Falsedad",40,43,31,40
27,"Tabasco",90400,"Falsificación",209,232,180,283
27,"Tabasco",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
27,"Tabasco",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
27,"Tabasco",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
27,"Tabasco",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,0
27,"Tabasco",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,0
27,"Tabasco",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",0,0,0,0
27,"Tabasco",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
27,"Tabasco",90600,"Delitos en materia de vías de comunicación y correspondencia",13,17,31,64
27,"Tabasco",90701,"Delitos en materia de migración - Tráfico de indocumentados",0,0,0,0
27,"Tabasco",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,0,0
27,"Tabasco",90703,"Delitos en materia de migración - No identificado",0,0,0,NA
27,"Tabasco",90800,"Delitos en materia de derechos de autor",0,0,0,0
27,"Tabasco",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
27,"Tabasco",91000,"Delitos en materia de propiedad industrial",0,0,0,0
27,"Tabasco",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,0
27,"Tabasco",91200,"Encubrimiento",31,15,13,16
27,"Tabasco",91300,"Operaciones con recursos de procedencia ilícita",0,0,2,0
27,"Tabasco",91400,"Tortura",73,98,70,131
27,"Tabasco",91500,"Suplantación y usurpación de identidad",0,0,0,0
27,"Tabasco",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,0
27,"Tabasco",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",3,3,1,0
27,"Tabasco",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
27,"Tabasco",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",2,0,0,0
27,"Tabasco",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
27,"Tabasco",91700,"Tratos o penas crueles, inhumanos o degradantes",12,15,0,0
27,"Tabasco",91800,"Otros delitos",7197,7069,6818,6792
27,"Tabasco",100100,"No identificado",0,0,0,NA
28,"Tamaulipas",0,"Total",37624,36636,31845,42412
28,"Tamaulipas",10100,"Homicidio",1218,1288,1304,1484
28,"Tamaulipas",10200,"Feminicidio",22,7,15,14
28,"Tamaulipas",10300,"Aborto",40,44,34,45
28,"Tamaulipas",10400,"Lesiones",3527,3286,2865,3668
28,"Tamaulipas",10500,"Otros delitos que atentan contra la vida y la integridad corporal",269,259,209,380
28,"Tamaulipas",20100,"Privación de la libertad",515,386,420,669
28,"Tamaulipas",20200,"Tráfico de menores",1,2,0,0
28,"Tamaulipas",20300,"Retención o sustracción de menores e incapaces",854,768,627,795
28,"Tamaulipas",20400,"Rapto",0,0,0,0
28,"Tamaulipas",20500,"Desaparición forzada de personas",9,8,3,25
28,"Tamaulipas",20601,"Secuestro - Secuestro extorsivo",1,5,7,25
